radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,452,4,20506,37626,-1,106.708,10.7672,1000,24,1,1697877435,1698132397,0
GSM,452,4,20506,37616,-1,106.7083,10.7684,1407,24,1,1697877435,1735547343,0
GSM,452,4,20507,30749,-1,106.7104,10.7645,1000,1,1,1697877484,1697877484,0
GSM,452,4,20506,37628,-1,106.7077,10.7675,1000,21,1,1697877484,1698132397,0
GSM,452,4,20506,33679,-1,106.7098,10.7649,1000,3,1,1697877549,1698132397,0
LTE,452,4,25173,129189641,-1,106.7114,10.7639,1000,4,1,1697877573,1698132963,0
LTE,452,4,25173,128242324,-1,106.7087,10.7667,1000,17,1,1697877608,1698132963,0
LTE,452,4,25173,130881031,-1,106.7083,10.7665,1000,35,1,1697877653,1698132964,0
GSM,452,4,20506,37614,-1,106.7143,10.771,1000,6,1,1697878938,1698132413,0
LTE,452,4,25173,130881033,-1,106.7066,10.7685,1000,12,1,1697879246,1698132964,0
GSM,452,4,20506,30519,-1,106.7026,10.7676,1000,8,1,1697879263,1698132412,0
LTE,452,4,25173,129127175,-1,106.7062,10.7698,1000,8,1,1697879282,1698132964,0
LTE,452,4,25173,128488711,-1,106.7062,10.7713,1000,6,1,1697879315,1698132964,0
LTE,452,4,25173,128421127,-1,106.7064,10.7721,1000,3,1,1697879319,1698132964,0
LTE,452,4,25173,128934152,-1,106.7066,10.775,1000,3,1,1697879398,1698132966,0
LTE,452,4,25173,129190409,-1,106.7067,10.7741,1000,1,1,1697879399,1697879399,0
GSM,452,4,20506,19404,-1,106.7067,10.7741,1000,1,1,1697879399,1697879399,0
LTE,452,4,25173,129190153,-1,106.7064,10.7752,1000,3,1,1697879418,1698132966,0
GSM,452,4,20506,34939,-1,106.7062,10.7756,1000,10,1,1697879418,1735554483,0
GSM,452,4,20506,34940,-1,106.7063,10.7765,526,33,1,1697879418,1735554483,0
GSM,452,4,20506,34944,-1,106.706,10.7757,1000,19,1,1697879418,1735554483,0
GSM,452,4,20506,17696,-1,106.7071,10.7748,1479,15,1,1697879418,1735808513,0
LTE,452,4,25173,130792713,-1,106.7059,10.7756,1000,8,1,1697879438,1698132966,0
GSM,452,4,20506,17695,-1,106.7042,10.7756,1000,11,1,1697879519,1735808513,0
GSM,452,4,20506,17700,-1,106.704,10.7752,1000,10,1,1697879519,1735808513,0
LTE,452,4,25173,7810617,-1,106.7051,10.7766,1000,3,1,1697879579,1698132966,0
LTE,452,4,25173,7810567,-1,106.7049,10.7768,1000,3,1,1697879679,1698132966,0
GSM,452,4,20506,33390,-1,106.706,10.7755,1000,6,1,1697879679,1735554483,0
GSM,452,4,20506,35505,-1,106.7034,10.7775,1000,7,1,1697879679,1735808514,0
LTE,452,4,25173,7810619,-1,106.7039,10.7776,1000,6,1,1697879719,1698132966,0
GSM,452,4,20506,64007,-1,106.706,10.7759,1000,1,1,1697879719,1697879719,0
LTE,452,4,25173,7796025,-1,106.7043,10.7774,1000,2,1,1697880039,1698132966,0
GSM,452,4,20682,30256,-1,106.7012,10.7799,1000,11,1,1697880039,1735808514,0
LTE,452,4,25978,152185603,-1,106.6466,10.7538,1000,12,1,1697881435,1698132969,0
GSM,452,4,20169,18754,-1,106.6491,10.7537,1000,23,1,1697881435,1698132408,0
GSM,452,4,20169,18756,-1,106.6451,10.7539,1188,55,1,1697881435,1698132975,0
GSM,452,4,20169,18755,-1,106.6456,10.7541,1153,21,1,1697881435,1698132408,0
GSM,452,4,20169,16231,-1,106.645,10.7541,1000,4,1,1697881435,1698132398,0
LTE,452,4,25978,151796256,-1,106.6442,10.754,1000,33,1,1697881449,1698132975,0
LTE,452,4,34942,125551881,-1,108.4094,11.8829,1000,2,1,1697512579,1698132398,0
LTE,452,2,7614,195631372,-1,109.0622,11.7119,1000,22,1,1697799611,1698133226,0
LTE,452,2,7614,195604235,-1,109.0602,11.7058,1000,28,1,1697799651,1698133226,0
GSM,452,4,31486,52034,-1,109.051,11.6933,1463,32,1,1697799682,1698132543,0
LTE,452,2,7614,195604237,-1,109.0553,11.6967,1000,16,1,1697799711,1698132401,0
GSM,452,4,31486,5838,-1,109.0568,11.6995,1000,4,1,1697799711,1698132401,0
LTE,452,2,7614,195611915,-1,109.0508,11.6912,1113,32,1,1697799751,1698133225,0
GSM,452,4,31485,54844,-1,109.0491,11.6891,1000,15,1,1697799762,1698132405,0
LTE,452,4,34972,126461960,-1,108.4162,11.9027,1000,3,1,1697513046,1698132402,0
LTE,452,4,25978,151717377,-1,106.6426,10.7541,1000,24,1,1697881470,1698132975,0
LTE,452,4,25158,151631904,-1,106.6404,10.7544,1000,13,1,1697881511,1698132975,0
LTE,452,4,25158,151631905,-1,106.6395,10.7545,1000,11,1,1697881532,1698132969,0
LTE,452,4,25158,151752193,-1,106.6364,10.7547,1000,2,1,1697881550,1698132403,0
LTE,452,4,25157,152062978,-1,106.6233,10.7453,1000,10,1,1697881775,1698132972,0
GSM,452,4,20941,54827,-1,106.6284,10.7492,1000,21,1,1697881775,1698132404,0
LTE,452,4,25157,7804417,-1,106.6186,10.7408,1000,6,1,1697881880,1698132972,0
LTE,452,4,25157,151063304,-1,106.6199,10.7406,1000,2,1,1697882174,1698132972,0
LTE,452,4,25157,130563849,-1,106.6196,10.7411,1000,4,1,1697882214,1698132972,0
LTE,452,4,25157,152062984,-1,106.6249,10.7464,1000,21,1,1697882793,1698132973,0
GSM,452,4,20941,8445,-1,106.624,10.7456,1000,7,1,1697882793,1698132403,0
GSM,452,4,20941,10234,-1,106.6276,10.7486,1000,14,1,1697882837,1698132404,0
LTE,452,4,25157,151044098,-1,106.6263,10.7477,1000,13,1,1697882855,1698132973,0
LTE,452,4,25158,151550977,-1,106.6358,10.7542,1000,21,1,1697882996,1698132975,0
LTE,452,4,25158,7825927,-1,106.6389,10.7546,1000,6,1,1697883032,1698132404,0
LTE,452,2,7614,195603211,-1,109.0412,11.6832,1286,57,1,1697799791,1698133225,0
GSM,452,4,31485,54762,-1,109.0281,11.6605,3386,31,1,1697799811,1698132550,0
LTE,452,2,7614,195603212,-1,109.0334,11.6719,1000,45,1,1697799891,1698133224,0
LTE,452,2,7614,195603723,-1,109.0275,11.66,1000,37,1,1697799971,1698133224,0
LTE,452,4,34971,125659650,-1,108.4294,11.931,1000,5,1,1697513835,1698132407,0
LTE,452,4,34943,125543938,-1,108.4273,11.9364,1000,2,1,1697513972,1698132407,0
LTE,452,4,25978,151213570,-1,106.6501,10.7534,1000,21,1,1697883156,1698132975,0
LTE,452,4,25978,151307009,-1,106.6517,10.7534,1000,6,1,1697883216,1698132969,0
LTE,452,4,25978,151527969,-1,106.6535,10.7536,1000,15,1,1697883243,1698132975,0
LTE,452,4,25978,151528225,-1,106.6561,10.7541,1000,1,1,1697883254,1697883254,0
LTE,452,4,25976,151299842,-1,106.6596,10.7545,1000,6,1,1697883282,1698132408,0
GSM,452,4,20166,13146,-1,106.6601,10.7547,1000,8,1,1697883282,1698132408,0
LTE,452,4,25976,152044035,-1,106.6613,10.755,1000,3,1,1697883317,1698132408,0
GSM,452,4,20166,6759,-1,106.6632,10.7553,1000,5,1,1697883317,1698132408,0
LTE,452,4,25976,152044033,-1,106.6623,10.7552,1000,2,1,1697883335,1698132408,0
LTE,452,4,25976,151525429,-1,106.6652,10.7556,1000,1,1,1697883379,1697883379,0
LTE,452,4,25976,151525379,-1,106.6668,10.756,1000,2,1,1697883430,1698132408,0
GSM,452,4,20166,18015,-1,106.6692,10.7566,1000,3,1,1697883430,1698132408,0
GSM,452,4,20166,18024,-1,106.6669,10.7561,1000,3,1,1697883430,1698132408,0
LTE,452,4,25976,151525377,-1,106.6672,10.7562,1000,1,1,1697883438,1697883438,0
LTE,452,4,25976,151202051,-1,106.6711,10.7569,1000,4,1,1697883557,1698132976,0
LTE,452,4,25976,151202049,-1,106.6723,10.757,1000,1,1,1697883576,1697883576,0
LTE,452,4,25976,151479299,-1,106.6745,10.7576,1000,15,1,1697883612,1698132976,0
GSM,452,4,20166,35504,-1,106.6769,10.7584,1000,1,1,1697883652,1697883652,0
GSM,452,4,20168,16944,-1,106.6783,10.759,1000,5,1,1697883661,1698132409,0
LTE,452,4,25976,151671048,-1,106.6778,10.7589,1000,13,1,1697883710,1698132976,0
GSM,452,4,20166,31097,-1,106.679,10.7594,1000,4,1,1697883727,1698132409,0
GSM,452,4,20166,31090,-1,106.6807,10.76,1000,5,1,1697883735,1698132409,0
LTE,452,4,25976,151671047,-1,106.6803,10.7598,1000,6,1,1697883759,1698132976,0
LTE,452,4,25103,7810306,-1,106.6834,10.7601,1000,15,1,1697883827,1698132976,0
LTE,452,4,25103,130770689,-1,106.6844,10.7581,1000,4,1,1697883866,1698132409,0
LTE,452,4,25103,130770690,-1,106.6841,10.7588,1000,4,1,1697883884,1698132904,0
LTE,452,4,25103,151805698,-1,106.6905,10.7617,1000,6,1,1697884019,1698132976,0
LTE,452,4,25980,151953921,-1,106.6905,10.7611,1000,3,1,1697884030,1698132904,0
GSM,452,4,20506,52212,-1,106.6915,10.7601,1000,2,1,1697884030,1698132409,0
LTE,452,4,25980,151688705,-1,106.6917,10.7601,1000,9,1,1697884060,1698132978,0
GSM,452,4,20170,34621,-1,106.692,10.7595,1000,1,1,1697884060,1697884060,0
LTE,452,4,25980,151544578,-1,106.6936,10.7597,1000,14,1,1697884108,1698132978,0
LTE,452,4,25980,130779138,-1,106.6956,10.7612,1000,10,1,1697884151,1698132979,0
GSM,452,4,20506,29774,-1,106.6989,10.7641,1000,5,1,1697884151,1698132409,0
GSM,452,4,20506,29776,-1,106.6974,10.7628,1000,1,1,1697884151,1697884151,0
LTE,452,4,25980,130779139,-1,106.6972,10.7628,1000,14,1,1697884165,1698132979,0
LTE,452,4,25980,151748609,-1,106.6998,10.7648,1000,2,1,1697884177,1698132979,0
GSM,452,4,20506,19134,-1,106.7016,10.7668,1000,9,1,1697884177,1698132412,0
LTE,452,4,34943,125487624,-1,108.4231,11.9407,1000,9,1,1697514236,1698132410,0
LTE,452,4,34943,125591559,-1,108.418,11.9414,1000,6,1,1697514334,1698132410,0
LTE,452,4,34943,125639170,-1,108.4184,11.9423,1000,7,1,1697514356,1698132415,0
LTE,452,4,34943,125630471,-1,108.4167,11.9459,1000,19,1,1697514413,1698132415,0
GSM,452,5,243,43573,-1,108.4137,11.9456,1000,16,1,1697514413,1698132415,0
LTE,452,4,34943,125630581,-1,108.4146,11.9471,1000,11,1,1697514475,1698132415,0
LTE,452,4,34943,125630473,-1,108.4097,11.948,1000,25,1,1697514498,1698132415,0
LTE,452,2,7614,195603724,-1,109.0239,11.6532,1000,17,1,1697800031,1698133223,0
LTE,452,2,7614,195603725,-1,109.0198,11.6491,1000,35,1,1697800051,1698133223,0
GSM,452,4,31485,42531,-1,109.0235,11.6556,1803,26,1,1697800063,1698132711,0
LTE,452,2,7614,195606795,-1,109.0141,11.6447,1000,12,1,1697800091,1698133223,0
LTE,452,2,7614,195609100,-1,109.0129,11.644,1000,4,1,1697800101,1698132411,0
GSM,452,4,31485,42533,-1,108.9996,11.6342,1882,37,1,1697800101,1698132557,0
LTE,452,2,7614,195614731,-1,109.0078,11.6407,1000,38,1,1697800121,1698133223,0
LTE,452,2,7614,195614733,-1,109.0017,11.6369,1000,26,1,1697800171,1698133222,0
GSM,452,4,31485,52111,-1,108.9953,11.6229,1749,134,1,1697800181,1698133222,0
LTE,452,2,7614,195596811,-1,108.9973,11.6327,1000,26,1,1697800201,1698133222,0
LTE,452,4,25173,7827203,-1,106.7005,10.7655,1000,7,1,1697884231,1698132979,0
GSM,452,4,20506,33386,-1,106.7002,10.7652,1000,2,1,1697884231,1698132412,0
LTE,452,4,25173,130756615,-1,106.703,10.7683,1000,4,1,1697884272,1698132412,0
GSM,452,4,20506,18667,-1,106.703,10.7683,1000,4,1,1697884272,1698132412,0
LTE,452,4,25173,7802376,-1,106.7157,10.7709,1000,7,1,1697884383,1698132902,0
GSM,452,4,20506,30518,-1,106.717,10.7718,1000,11,1,1697884383,1735808511,0
LTE,452,4,25173,7802375,-1,106.7195,10.7718,1000,5,1,1697884398,1698132413,0
LTE,452,4,25173,151760130,-1,106.7183,10.7717,1000,10,1,1697884416,1698132979,0
GSM,452,4,20506,10279,-1,106.7262,10.7755,1472,50,1,1697884475,1735808510,0
LTE,452,4,25173,7836423,-1,106.7384,10.7814,1000,16,1,1697884650,1698132899,0
LTE,452,4,25153,130599175,-1,106.7528,10.791,1000,18,1,1697884780,1698132414,0
LTE,452,4,25153,130585864,-1,106.7534,10.7921,1000,2,1,1697884854,1698132413,0
GSM,452,4,20923,23906,-1,106.7577,10.7938,1154,43,1,1697884859,1738381146,0
LTE,452,4,25153,151683359,-1,106.7634,10.7955,1000,12,1,1697884919,1698132982,0
LTE,452,4,25125,7818755,-1,106.7697,10.7959,1000,25,1,1697884941,1698132984,0
LTE,452,2,7614,195596812,-1,108.996,11.6282,1000,11,1,1697800241,1698133222,0
LTE,452,2,7614,195596813,-1,108.9953,11.6229,1000,18,1,1697800261,1698133222,0
LTE,452,2,7611,195624203,-1,108.9943,11.6185,1000,34,1,1697800301,1698133222,0
LTE,452,2,7611,195624205,-1,108.992,11.6108,1000,17,1,1697800341,1698133221,0
GSM,452,4,31484,54834,-1,108.9928,11.6134,2414,48,1,1697800361,1698133222,0
LTE,452,2,7611,195624204,-1,108.9906,11.6055,1000,4,1,1697800371,1698132416,0
LTE,452,2,7611,194582028,-1,108.9901,11.6018,1000,12,1,1697800381,1698132417,0
LTE,452,2,7611,195625484,-1,108.9896,11.5947,1000,22,1,1697800411,1698133221,0
GSM,452,4,31486,54814,-1,108.9899,11.597,1000,18,1,1697800423,1698132704,0
GSM,452,4,31486,35027,-1,108.9892,11.5962,2785,33,1,1697800491,1698133221,0
LTE,452,4,25125,7818753,-1,106.7737,10.7961,1000,21,1,1697884999,1698132984,0
LTE,452,4,25125,151894531,-1,106.7786,10.7962,1000,6,1,1697885018,1698132417,0
LTE,452,4,25125,152229378,-1,106.7812,10.7962,1000,10,1,1697885032,1698132985,0
LTE,452,4,25125,7836931,-1,106.7823,10.7963,1000,7,1,1697885039,1698132418,0
LTE,452,4,25125,7836929,-1,106.7876,10.7964,1000,8,1,1697885057,1698132418,0
LTE,452,4,25125,151343557,-1,106.7885,10.7964,1000,18,1,1697885071,1698132985,0
LTE,452,4,25125,7835138,-1,106.7939,10.7958,1000,21,1,1697885100,1698132985,0
LTE,452,4,25125,151344131,-1,106.7981,10.7951,1000,35,1,1697885123,1698132985,0
LTE,452,4,25125,151905025,-1,106.8051,10.7939,1000,19,1,1697885157,1698132988,0
LTE,452,4,34943,125543943,-1,108.4257,11.9396,1000,3,1,1697517939,1698132419,0
LTE,452,4,34943,125501959,-1,108.429,11.9385,1000,3,1,1697518076,1698132419,0
LTE,452,4,34972,104722695,-1,108.4372,11.9398,1000,2,1,1697518358,1698132419,0
LTE,452,4,34972,125500935,-1,108.4405,11.9434,1000,1,1,1697518456,1697518456,0
GSM,452,1,61413,41443,-1,108.4406,11.9436,1000,1,1,1697518807,1697518807,0
GSM,452,1,61413,41442,-1,108.4406,11.9436,1000,1,1,1697518807,1697518807,0
UMTS,452,1,64420,39821801,402,108.4405,11.9436,1000,2,1,1697518846,1698132419,0
UMTS,452,1,64420,39822179,60,108.4405,11.9435,1000,1,1,1697521007,1697521007,0
UMTS,452,1,64420,39823109,355,108.4405,11.9435,1000,1,1,1697521047,1697521047,0
UMTS,452,1,64420,39823106,355,108.4405,11.9435,1000,1,1,1697521470,1697521470,0
UMTS,452,1,34502,21489344,429,109.1921,12.2385,1000,39,1,1697610890,1698132423,0
UMTS,452,1,34502,21433005,69,109.1922,12.2386,1000,11,1,1697623617,1698132423,0
LTE,452,2,7611,194579725,-1,108.9884,11.5901,1000,4,1,1697800501,1698132419,0
LTE,452,2,7611,195625227,-1,108.9875,11.5874,1000,10,1,1697800511,1698132420,0
LTE,452,2,7611,195625229,-1,108.9859,11.5832,1000,10,1,1697800541,1698132420,0
LTE,452,2,7611,194582285,-1,108.9844,11.5796,1000,7,1,1697800571,1698132420,0
GSM,452,4,31486,54815,-1,108.9841,11.5785,2591,62,1,1697800582,1698133221,0
LTE,452,2,7611,195630347,-1,108.9834,11.5764,1000,13,1,1697800591,1698133221,0
GSM,452,4,31486,42548,-1,108.9832,11.576,1000,8,1,1697800601,1698132563,0
LTE,452,2,7611,195630348,-1,108.9824,11.5733,1000,17,1,1697800631,1698133221,0
GSM,452,4,31486,53813,-1,108.983,11.575,1005,25,1,1697800643,1698133221,0
GSM,452,4,31486,35028,-1,108.9775,11.5635,2182,51,1,1697800643,1698133221,0
LTE,452,2,7611,194584845,-1,108.9814,11.5702,1000,11,1,1697800661,1698133220,0
LTE,452,2,7611,195617547,-1,108.9804,11.5673,1000,16,1,1697800681,1698133220,0
GSM,452,4,31486,54752,-1,108.9798,11.566,1000,31,1,1697800681,1698133220,0
LTE,452,2,7611,195597324,-1,108.9805,11.5673,1000,8,1,1697800691,1698133220,0
GSM,452,4,31486,54854,-1,108.9799,11.5669,1085,62,1,1697800701,1698133221,0
LTE,452,2,7611,195617549,-1,108.9784,11.5632,1000,12,1,1697800711,1698133220,0
LTE,452,2,7611,195607563,-1,108.975,11.5583,1000,14,1,1697800731,1698133220,0
GSM,452,4,31486,54785,-1,108.9796,11.5674,1493,25,1,1697800741,1698133221,0
LTE,452,4,37933,202293762,-1,109.1799,12.2329,1000,5,1,1697793904,1698133178,0
LTE,452,4,25125,152051715,-1,106.8079,10.7934,1000,6,1,1697885168,1698132424,0
LTE,452,4,25125,152051713,-1,106.8112,10.7929,1000,24,1,1697885179,1698132988,0
LTE,452,4,25125,151904513,-1,106.8161,10.792,1000,18,1,1697885201,1698132988,0
GSM,452,4,20453,34948,-1,106.8206,10.7913,1000,35,1,1697885201,1698133017,0
GSM,452,4,20453,21225,-1,106.8167,10.7919,1000,12,1,1697885201,1698132425,0
LTE,452,4,25125,130790401,-1,106.82,10.7914,1000,19,1,1697885225,1698132988,0
LTE,452,4,25125,152152833,-1,106.8254,10.7904,1000,10,1,1697885239,1698132425,0
LTE,452,4,25125,152152840,-1,106.8277,10.7899,1217,34,1,1697885259,1698132891,0
GSM,452,4,20981,35227,-1,106.8441,10.787,1600,59,1,1697885279,1698133020,0
UMTS,452,4,52022,239607360,447,106.8388,10.7876,1000,9,1,1697885298,1698132426,0
GSM,452,4,31486,52352,-1,108.9664,11.5497,1630,58,1,1697800752,1698132568,0
LTE,452,2,7611,195607565,-1,108.9723,11.5547,1000,5,1,1697800761,1698132426,0
LTE,452,2,7611,194735883,-1,108.97,11.5524,1000,17,1,1697800771,1698133220,0
LTE,452,2,7611,195620875,-1,108.9671,11.5498,1000,15,1,1697800811,1698133220,0
LTE,452,2,7611,195620877,-1,108.9619,11.546,1000,35,1,1697800831,1698133220,0
LTE,452,2,7611,195597836,-1,108.9559,11.5419,1000,4,1,1697800901,1698132427,0
LTE,452,2,7611,195618828,-1,108.955,11.5412,1000,44,1,1697800911,1698133219,0
GSM,452,4,31486,52073,-1,108.9599,11.5446,1448,41,1,1697800953,1698133219,0
GSM,452,4,31484,54861,-1,108.9427,11.5342,2458,93,1,1697800953,1698133219,0
LTE,452,2,7611,195618829,-1,108.9432,11.5345,1116,53,1,1697800961,1698133219,0
GSM,452,4,31484,50192,-1,108.9386,11.5293,4331,28,1,1697800961,1698132572,0
UMTS,452,4,63409,157865093,315,109.1914,12.213,1000,7,1,1697794183,1698133187,0
LTE,452,4,37933,202293251,-1,109.1876,12.2069,1000,4,1,1697794273,1698132789,0
LTE,452,4,25125,130603266,-1,106.8494,10.7859,1000,19,1,1697885366,1698132988,0
LTE,452,4,25125,152102659,-1,106.8553,10.7859,1000,24,1,1697885401,1698132888,0
LTE,452,4,25125,152102657,-1,106.8622,10.7862,1022,55,1,1697885459,1698132989,0
LTE,452,4,26032,153795073,-1,106.8741,10.7866,1000,14,1,1697885508,1698132431,0
GSM,452,4,20453,52067,-1,106.876,10.7866,1000,7,1,1697885520,1698132431,0
GSM,452,4,31484,59346,-1,108.9446,11.5353,2060,115,1,1697801011,1698133219,0
GSM,452,4,31484,50349,-1,108.9332,11.5283,2044,151,1,1697801021,1698133219,0
LTE,452,2,7611,194708235,-1,108.9355,11.5303,1000,13,1,1697801041,1698133218,0
LTE,452,2,7611,194818571,-1,108.9322,11.5281,1000,13,1,1697801061,1698133218,0
LTE,452,2,7611,195619851,-1,108.9301,11.5262,1000,20,1,1697801081,1698133218,0
LTE,452,2,7611,195619852,-1,108.9283,11.5247,1000,16,1,1697801121,1698133218,0
GSM,452,4,31484,54774,-1,108.9208,11.5152,1753,153,1,1697801121,1698133217,0
LTE,452,2,7611,195619853,-1,108.9234,11.5211,1000,25,1,1697801131,1698133217,0
GSM,452,4,31484,50484,-1,108.9197,11.5104,4661,189,1,1697801131,1698133218,0
GSM,452,4,31484,51492,-1,108.9189,11.5095,7683,200,1,1697801143,1698133218,0
LTE,452,2,7611,195598603,-1,108.9202,11.5166,1000,23,1,1697801171,1698133217,0
LTE,452,2,7611,195598605,-1,108.9174,11.5087,1000,38,1,1697801211,1698133212,0
GSM,452,4,31484,54775,-1,108.914,11.4998,6783,130,1,1697801222,1698133217,0
GSM,452,4,20761,15651,-1,106.8909,10.7863,1000,27,1,1697885562,1698132437,0
GSM,452,4,20761,7865,-1,106.9037,10.7832,1665,51,1,1697885581,1698133027,0
LTE,452,4,26030,153791746,-1,106.9078,10.782,1483,59,1,1697885611,1698132994,0
GSM,452,4,20761,4439,-1,106.9194,10.7774,1046,39,1,1697885681,1698132443,0
GSM,452,4,20761,54146,-1,106.9249,10.7752,2239,61,1,1697885699,1698133028,0
LTE,452,4,26030,153857282,-1,106.9211,10.7767,1000,11,1,1697885719,1698132442,0
GSM,452,4,31484,50348,-1,108.913,11.495,6204,65,1,1697801251,1698132685,0
LTE,452,2,7611,195602444,-1,108.9135,11.4987,1000,16,1,1697801271,1698133211,0
LTE,452,2,7611,195632397,-1,108.9112,11.4942,1685,65,1,1697801281,1698133212,0
LTE,452,2,7611,195632651,-1,108.9052,11.4785,1000,39,1,1697801371,1698133211,0
GSM,452,4,31484,54672,-1,108.9007,11.4663,2770,162,1,1697801393,1698133211,0
LTE,452,2,7611,195603469,-1,108.9005,11.4659,1203,29,1,1697801401,1698132445,0
LTE,452,4,37935,202302721,-1,109.1978,12.1652,2310,29,1,1697794718,1698133200,0
LTE,452,4,26030,154002691,-1,106.924,10.7754,1000,15,1,1697885741,1698132994,0
LTE,452,4,26030,154002689,-1,106.9335,10.7715,1000,26,1,1697885766,1698132443,0
GSM,452,4,20981,10511,-1,106.9372,10.7703,1257,66,1,1697885766,1698132995,0
GSM,452,4,20981,31441,-1,106.9327,10.7716,1000,11,1,1697885777,1698132443,0
LTE,452,4,26030,153782018,-1,106.9419,10.7688,1000,10,1,1697885817,1698132444,0
LTE,452,4,26030,154590211,-1,106.9503,10.7666,1000,27,1,1697885841,1698132444,0
LTE,452,4,26030,154590210,-1,106.9597,10.7653,1000,10,1,1697885903,1698132449,0
GSM,452,4,31484,50411,-1,108.8988,11.4624,3122,165,1,1697801483,1698133211,0
GSM,452,4,31484,54742,-1,108.8954,11.4313,4302,60,1,1697801483,1698132671,0
LTE,452,2,7611,195631883,-1,108.8946,11.4487,1596,89,1,1697801501,1698133207,0
GSM,452,4,31484,52393,-1,108.8938,11.4276,3607,127,1,1697801592,1698133207,0
LTE,452,2,7611,195631884,-1,108.8938,11.4302,1000,41,1,1697801621,1698133206,0
GSM,452,4,31485,54872,-1,109.2068,12.1209,1000,7,1,1697795298,1698132453,0
LTE,452,4,26026,153832707,-1,106.9641,10.7654,1000,10,1,1697885923,1698132449,0
LTE,452,4,26026,153940995,-1,106.9764,10.7678,1000,12,1,1697885997,1698132998,0
LTE,452,4,26026,153940993,-1,106.9813,10.7688,1000,16,1,1697886002,1698132998,0
LTE,452,4,26026,153940994,-1,106.9864,10.7699,1000,16,1,1697886025,1698132998,0
LTE,452,4,26026,153839619,-1,107.0037,10.7741,1000,11,1,1697886093,1698132450,0
LTE,452,4,26026,153839617,-1,107.0129,10.7787,1000,25,1,1697886124,1698132451,0
LTE,452,4,26026,153611296,-1,107.0234,10.7851,1104,64,1,1697886178,1698133003,0
LTE,452,2,7611,195632907,-1,108.8938,11.4173,1466,75,1,1697801691,1698133206,0
LTE,452,2,7611,195632908,-1,108.8931,11.4006,1025,37,1,1697801761,1698133205,0
LTE,452,2,7611,195606539,-1,108.8893,11.3895,1109,54,1,1697801821,1698133205,0
LTE,452,4,26026,153611295,-1,107.035,10.7923,1424,67,1,1697886241,1698133003,0
LTE,452,4,26026,153839880,-1,107.0607,10.8126,1211,66,1,1697886364,1698133006,0
LTE,452,4,26026,153839879,-1,107.0717,10.8228,1072,46,1,1697886464,1698133006,0
GSM,452,4,20791,13662,-1,107.074,10.8248,1362,43,1,1697886464,1698133047,0
LTE,452,2,7611,195606541,-1,108.8837,11.3783,1000,32,1,1697801891,1698133203,0
GSM,452,4,31484,50443,-1,108.8801,11.3706,1202,51,1,1697801913,1698133202,0
GSM,452,4,31484,50146,-1,108.8792,11.3614,3152,56,1,1697801922,1698133203,0
LTE,452,2,7611,195613707,-1,108.8801,11.3707,1036,52,1,1697801951,1698133203,0
GSM,452,4,31484,58442,-1,108.8801,11.3697,1766,85,1,1697801963,1698133203,0
LTE,452,2,7611,195613709,-1,108.8774,11.3593,1000,41,1,1697802011,1698133202,0
GSM,452,4,31484,50322,-1,108.8771,11.3524,5951,200,1,1697802021,1698133202,0
GSM,452,4,31484,50442,-1,108.8766,11.3577,6681,200,1,1697802021,1698133203,0
LTE,452,2,7611,195613195,-1,108.8769,11.3468,1000,45,1,1697802061,1698133201,0
GSM,452,4,31484,50321,-1,108.876,11.3463,2197,166,1,1697802072,1698133201,0
LTE,452,2,7611,195613197,-1,108.8746,11.3369,1000,31,1,1697802131,1698133199,0
LTE,452,2,7611,195613199,-1,108.8704,11.334,1000,12,1,1697802171,1698133198,0
GSM,452,4,31484,8837,-1,108.8691,11.3342,1000,64,1,1697802182,1698133198,0
GSM,452,4,31484,8838,-1,108.855,11.3326,4167,165,1,1697802182,1698133199,0
LTE,452,2,7611,195613200,-1,108.8637,11.3338,1000,11,1,1697802191,1698132463,0
LTE,452,2,7611,194730251,-1,108.8578,11.3346,1000,6,1,1697802221,1698133198,0
LTE,452,2,6813,175140875,-1,108.8555,11.3346,2133,31,1,1697802231,1698133198,0
UMTS,452,2,20572,3751383,40,108.8557,11.3359,1000,21,1,1697802271,1698133198,0
UMTS,452,2,20572,3751384,50,108.8502,11.3347,1000,18,1,1697802291,1698133198,0
LTE,452,4,26026,153839873,-1,107.0808,10.8312,1000,17,1,1697886482,1698133008,0
LTE,452,4,26029,153751811,-1,107.0859,10.8355,1308,35,1,1697886518,1698133008,0
GSM,452,4,20258,2556,-1,107.1363,10.8388,5238,19,1,1697886541,1698132474,0
LTE,452,4,26029,153751809,-1,107.1011,10.8477,1413,25,1,1697886579,1698133009,0
LTE,452,4,26029,153751840,-1,107.097,10.8443,1000,23,1,1697886580,1698133008,0
LTE,452,4,26029,153751839,-1,107.1031,10.8492,1000,29,1,1697886601,1698133009,0
GSM,452,4,20791,13661,-1,107.1306,10.8449,3921,119,1,1697886625,1698133053,0
GSM,452,4,20791,54322,-1,107.1196,10.85,1860,93,1,1697886641,1698133053,0
LTE,452,4,26027,153839363,-1,107.1142,10.854,1000,14,1,1697886666,1698132468,0
GSM,452,4,20258,2544,-1,107.1213,10.85,1489,76,1,1697886666,1698133053,0
GSM,452,4,20258,26402,-1,107.1198,10.8509,1200,60,1,1697886680,1698133053,0
