radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
GSM,452,2,409,9713,0,106.3213,10.3929,4405,33,1,1239054437,1698132917,0
GSM,452,2,409,9671,0,106.3255,10.3782,2636,88,1,1239034638,1698132919,0
GSM,452,2,409,9853,0,106.3294,10.3792,1479,55,1,1239034637,1698132919,0
GSM,452,2,409,9091,0,106.3083,10.3917,2539,52,1,1239054437,1698132915,0
GSM,452,2,409,9672,0,106.3264,10.3627,1000,40,1,1239034638,1698132920,0
GSM,452,4,31150,12317,0,109.2217,12.2464,15386,6,1,1369161119,1698132216,0
GSM,452,2,405,5442,0,106.5528,10.6802,2743,20,1,1370840552,1698132950,0
GSM,452,2,405,5548,0,106.5357,10.673,4819,120,1,1370840672,1698132950,0
GSM,452,4,20258,2484,0,107.2113,10.8458,3890,145,1,1376016482,1698132858,0
GSM,452,4,11207,60031,0,105.8421,20.9651,1000,10,1,1389704589,1701265515,0
GSM,452,4,11207,9223,0,105.842,20.9632,1000,10,1,1389704649,1701265515,0
GSM,452,5,243,43171,0,108.4346,11.9378,1034,40,1,1392984902,1698132407,0
GSM,452,5,243,43085,0,108.4222,11.9078,2941,33,1,1392992111,1698132402,0
GSM,452,4,20431,1183,0,107.411,10.8971,4385,134,1,1406222189,1698132767,0
GSM,452,4,20431,1251,0,107.6161,10.8601,11575,78,1,1406223280,1698133088,0
GSM,452,4,20431,2996,0,107.3104,10.8795,12695,18,1,1406243059,1698132792,0
GSM,452,4,20431,1196,0,107.3983,10.894,3959,35,1,1406243428,1698132772,0
GSM,452,4,20431,1181,0,107.4606,10.8891,3686,67,1,1406243798,1698132758,0
GSM,452,4,20431,3002,0,107.4417,10.8887,3557,6,1,1406243798,1698132758,0
GSM,452,4,20431,3003,0,107.4477,10.8941,3832,96,1,1406243798,1698132760,0
GSM,452,4,20431,1253,0,107.494,10.8798,5400,159,1,1406203370,1698133075,0
GSM,452,4,20431,9723,0,107.5315,10.8673,5897,80,1,1406244045,1698133078,0
GSM,452,4,20431,1134,0,107.596,10.8599,7280,52,1,1406244413,1698133081,0
GSM,452,4,31280,34416,0,109.1926,11.9718,2316,200,1,1406249301,1698132755,0
GSM,452,4,31280,12141,0,109.1964,12.058,4587,16,1,1406230051,1698133215,0
GSM,452,4,31280,14122,0,109.1864,11.955,3954,160,1,1406229493,1698132755,0
GSM,452,4,31280,13522,0,109.2123,12.0121,1571,200,1,1406255265,1698133273,0
GSM,452,4,31280,12152,0,109.2104,11.9953,5143,28,1,1406255265,1698132476,0
GSM,452,4,31280,12142,0,109.2106,11.9979,1928,35,1,1406255265,1698132756,0
GSM,452,4,31283,12058,0,109.2265,12.162,6053,40,1,1407798333,1698133262,0
GSM,452,4,20170,46446,0,106.6881,10.7598,1089,73,1,1418082092,1698132409,0
GSM,452,4,20170,12963,0,106.6898,10.7619,1000,74,1,1418082120,1698132409,0
GSM,452,4,20170,12962,0,106.6918,10.7616,1000,56,1,1418082170,1698132409,0
GSM,452,4,20507,41272,0,106.71,10.7484,3045,16,1,1418294045,1698133008,0
GSM,452,4,20373,43031,0,106.6288,10.8062,1194,40,1,1418310282,1738231867,0
GSM,452,4,20166,12953,0,106.6773,10.7595,1000,40,1,1418341195,1698132409,0
GSM,452,4,20475,45101,0,106.6167,10.8012,800,29,1,1418345684,1738231867,0
GSM,452,4,20373,8783,0,106.6214,10.7963,541,33,1,1418346045,1738231868,0
GSM,452,4,20373,8782,0,106.6228,10.7942,1000,18,1,1418346094,1738231868,0
GSM,452,4,20170,46444,0,106.6901,10.7608,1000,22,1,1418348505,1698132953,0
GSM,452,4,20522,16847,0,106.6849,10.7572,1000,51,1,1418348545,1698132409,0
GSM,452,4,20166,42621,0,106.6819,10.7596,1000,37,1,1418360227,1698132904,0
GSM,452,4,20170,678,0,106.6815,10.7608,1000,25,1,1418360280,1698132409,0
GSM,452,4,20166,42643,0,106.6693,10.7577,1000,33,1,1418377927,1698132408,0
GSM,452,4,20166,6894,0,106.6767,10.7583,1000,34,1,1418378107,1698132409,0
GSM,452,4,20371,45551,0,106.6219,10.7941,882,38,1,1418382539,1738231868,0
GSM,452,4,20170,46445,0,106.6901,10.7573,1000,14,1,1418445218,1698132409,0
GSM,452,4,20507,13139,0,106.6998,10.7592,1000,45,1,1418452130,1698132409,0
GSM,452,4,20453,10871,0,106.7803,10.7858,2329,47,1,1418519504,1698133016,0
GSM,452,4,20521,6954,0,106.692,10.7827,500,49,1,1418522235,1735808514,0
GSM,452,4,20373,9736,0,106.6202,10.8049,1000,13,1,1418561893,1738231867,0
GSM,452,4,20521,41812,0,106.6935,10.7658,1000,14,1,1418688046,1698132954,0
GSM,452,4,20353,55958,0,106.7449,10.8426,2165,22,1,1418690386,1738381150,0
GSM,452,4,20761,2641,0,106.9676,10.7724,2023,10,1,1418720825,1698133034,0
GSM,452,4,20255,2503,0,107.0138,10.787,2234,37,1,1418701786,1698132451,0
GSM,452,4,20255,2502,0,107.035,10.793,4752,192,1,1418721636,1698133046,0
GSM,452,4,20166,12951,0,106.6805,10.7599,1000,28,1,1418773082,1698132409,0
GSM,452,4,20166,44571,0,106.6706,10.7462,1183,11,1,1418789195,1698132408,0
GSM,452,4,20356,26410,0,106.7589,10.8316,664,31,1,1418799471,1738381149,0
GSM,452,4,20506,6351,0,106.7059,10.7711,1021,37,1,1418911672,1698132397,0
GSM,452,4,20506,12968,0,106.7033,10.7733,1000,22,1,1418911885,1735554483,0
GSM,452,4,20521,6955,0,106.6934,10.7805,500,50,1,1418946536,1735808514,0
GSM,452,4,20506,8691,0,106.6966,10.7647,1000,36,1,1418946586,1698132412,0
GSM,452,4,20453,51669,0,106.7688,10.787,1919,82,1,1418994836,1698132417,0
GSM,452,4,20521,44664,0,106.6972,10.7778,1000,24,1,1419000108,1735808514,0
GSM,452,4,20166,16197,0,106.6669,10.7567,1000,25,1,1419074390,1698132408,0
GSM,452,4,20166,48142,0,106.6597,10.7544,1000,21,1,1419074554,1698132408,0
GSM,452,4,20166,50158,0,106.6586,10.7542,1000,28,1,1419074580,1698132408,0
GSM,452,4,20166,46363,0,106.66,10.751,1000,41,1,1419074675,1698132408,0
GSM,452,4,20382,45181,0,106.6526,10.7596,1000,35,1,1419083141,1698132908,0
GSM,452,4,20169,50437,0,106.6523,10.7544,1000,13,1,1419068728,1698132408,0
GSM,452,4,20166,48143,0,106.6587,10.7556,1000,30,1,1419083652,1698132408,0
GSM,452,4,20506,17037,0,106.7186,10.7726,920,44,1,1419159964,1735808511,0
GSM,452,4,20166,40147,0,106.6768,10.7595,1000,18,1,1419302111,1698132409,0
GSM,452,4,20521,41692,0,106.6996,10.7811,673,25,1,1419306556,1735808514,0
GSM,452,4,20356,9681,0,106.7622,10.833,1120,41,1,1419403268,1738381149,0
GSM,452,4,20169,46371,0,106.6551,10.7561,1000,9,1,1419558438,1698132408,0
GSM,452,4,20166,42632,0,106.677,10.7538,1000,27,1,1419560012,1698132409,0
GSM,452,4,20506,41793,0,106.7018,10.7671,1000,20,1,1419562969,1698132412,0
GSM,452,4,20166,16199,0,106.6642,10.7556,1000,28,1,1419592678,1698132408,0
GSM,452,4,20477,42273,0,106.6254,10.8154,1000,20,1,1419678082,1738231866,0
GSM,452,4,20166,6014,0,106.6717,10.7557,1000,32,1,1419684400,1698132408,0
GSM,452,4,20166,50019,0,106.6733,10.7566,1000,28,1,1419684431,1698132409,0
GSM,452,4,20453,51837,0,106.7825,10.7948,1086,83,1,1419769798,1698133015,0
GSM,452,4,20453,41512,0,106.7739,10.8008,1496,50,1,1419770128,1698132417,0
GSM,452,4,20453,51859,0,106.7803,10.7976,1949,31,1,1419772167,1698133015,0
GSM,452,4,20506,10874,0,106.6949,10.7619,1000,16,1,1419897116,1698132409,0
GSM,452,4,20477,9725,0,106.6239,10.8125,1000,21,1,1419936965,1738231867,0
GSM,452,4,20507,8382,0,106.7129,10.7604,3549,30,1,1420113800,1698132396,0
GSM,452,4,20475,9152,0,106.6135,10.8091,830,34,1,1420116653,1738231867,0
GSM,452,4,20506,7084,0,106.7007,10.7761,1000,5,1,1420118553,1735808513,0
GSM,452,4,20373,9735,0,106.6233,10.8029,1055,24,1,1420284773,1738231867,0
GSM,452,4,20506,48521,0,106.7085,10.7654,1281,34,1,1420287896,1735808511,0
GSM,452,4,20166,6896,0,106.6763,10.7573,1000,16,1,1420290875,1698132409,0
GSM,452,4,20506,6786,0,106.6921,10.7583,1000,52,1,1420293056,1698132409,0
GSM,452,4,20522,6414,0,106.6835,10.7589,1000,14,1,1421114411,1698132387,0
GSM,452,4,11563,2972,0,105.8053,21.0075,1000,31,1,1421834141,1701265504,0
GSM,452,4,20506,6674,0,106.6932,10.7593,1000,28,1,1422185104,1698132951,0
GSM,452,4,20475,44769,0,106.6201,10.8053,1000,12,1,1422702570,1738231867,0
GSM,452,4,20475,53587,0,106.6258,10.8081,4002,17,1,1422711573,1738231867,0
GSM,452,4,20477,10700,0,106.6204,10.8105,1000,13,1,1422766468,1738231867,0
GSM,452,4,20166,41065,0,106.6659,10.7617,1000,25,1,1422785305,1698132387,0
GSM,452,4,20166,13797,0,106.6717,10.7569,1000,22,1,1422786183,1698132408,0
GSM,452,4,20507,48881,0,106.735,10.7612,3067,11,1,1424608391,1735808509,0
GSM,452,4,20477,9724,0,106.6329,10.8166,3154,36,1,1425646744,1738231866,0
GSM,452,4,20506,9031,0,106.7297,10.7873,1541,27,1,1425804792,1698133010,0
GSM,452,4,20453,51887,0,106.8066,10.7936,1422,52,1,1426076402,1698133017,0
GSM,452,4,20453,40522,0,106.7941,10.7903,2292,166,1,1426082513,1698133017,0
GSM,452,4,20453,49491,0,106.7898,10.7943,1370,63,1,1426082554,1698133017,0
GSM,452,4,20507,48261,0,106.7154,10.7615,1688,55,1,1426293564,1698132397,0
GSM,452,4,20453,47162,0,106.8152,10.7856,2415,146,1,1427551475,1698133019,0
GSM,452,4,11228,14643,0,105.8033,20.9907,51350,21,1,1427768445,1701265504,0
GSM,452,4,20453,52027,0,106.8051,10.7933,2496,111,1,1427883441,1698133017,0
GSM,452,4,20522,13931,0,106.6855,10.7523,1000,24,1,1428062037,1698132951,0
GSM,452,4,20506,19062,0,106.7169,10.7751,1570,33,1,1429966841,1735808511,0
GSM,452,4,11228,10661,0,105.8052,20.9914,1000,12,1,1439736648,1701265504,0
GSM,452,4,11228,62114,0,105.8033,20.9915,500,130,1,1439736648,1701265504,0
GSM,452,4,11228,10663,0,105.803,20.9905,2133,11,1,1444412148,1701265504,0
GSM,452,4,20167,14319,0,106.6371,10.736,1000,19,1,1458569615,1698132947,0
GSM,452,4,20166,42682,0,106.6683,10.7543,1000,14,1,1458569614,1698132408,0
GSM,452,4,20169,46843,0,106.6408,10.7382,1000,17,1,1458569617,1698132947,0
GSM,452,4,20258,9941,0,107.1974,10.8387,8595,12,1,1454708997,1698132858,0
GSM,452,4,20258,5714,0,107.277,10.868,15488,44,1,1451553486,1698132844,0
GSM,452,4,20258,9973,0,107.0642,10.7997,11053,6,1,1454708997,1698133043,0
GSM,452,4,20255,26423,0,107.0747,10.8255,4102,60,1,1438090093,1698133047,0
GSM,452,4,20258,15393,0,107.1937,10.8411,4642,142,1,1454708997,1698132859,0
GSM,452,4,20166,49431,0,106.673,10.7517,1000,17,1,1458569614,1698132950,0
GSM,452,4,20258,9971,0,107.1866,10.8395,3076,86,1,1454708997,1698132859,0
GSM,452,4,20258,2545,0,107.1365,10.8418,5467,38,1,1454708997,1698133053,0
GSM,452,4,20258,15391,0,107.229,10.8529,2941,55,1,1454708997,1698132799,0
GSM,452,4,20371,29501,0,106.6223,10.7914,1000,9,1,1458569627,1738231868,0
GSM,452,4,20255,555,0,107.0518,10.8044,1456,96,1,1438090093,1698133044,0
GSM,452,4,20255,2661,0,107.0175,10.7818,3007,200,1,1437022290,1698133043,0
GSM,452,4,20356,43323,0,106.7599,10.8247,3836,25,1,1458569625,1738381149,0
GSM,452,4,20431,1192,0,107.3313,10.8795,4234,48,1,1458569633,1698132780,0
GSM,452,4,20431,2676,0,107.3231,10.8716,4178,72,1,1458569633,1698132780,0
GSM,452,4,20431,3652,0,107.3388,10.8781,3335,60,1,1458569633,1698132779,0
GSM,452,4,20431,10551,0,107.3785,10.891,3226,72,1,1451553493,1698132772,0
GSM,452,4,20433,2614,0,107.2699,10.8665,6043,89,1,1458569634,1698132787,0
GSM,452,4,20433,14991,0,107.3299,10.8752,4568,41,1,1451553487,1698132847,0
GSM,452,4,20453,9063,0,106.8482,10.7869,3822,200,1,1458569637,1698133021,0
GSM,452,4,20453,48662,0,106.7641,10.8023,1989,32,1,1458569638,1738381147,0
GSM,452,4,20453,44642,0,106.8379,10.7884,2739,94,1,1458569637,1698133020,0
GSM,452,4,20453,51858,0,106.7848,10.7964,1201,90,1,1458569638,1698133016,0
GSM,452,4,20431,19213,0,107.398,10.8985,2100,24,1,1451553493,1698132766,0
GSM,452,4,20453,9061,0,106.8752,10.786,3864,200,1,1458569637,1698133024,0
GSM,452,4,20506,12969,0,106.7023,10.7732,500,25,1,1458569643,1735554483,0
GSM,452,4,20507,8381,0,106.7148,10.7607,2655,110,1,1458569643,1698132396,0
GSM,452,4,20453,48661,0,106.7619,10.8189,1000,12,1,1458569638,1738381148,0
GSM,452,4,20431,19212,0,107.4159,10.8999,1396,22,1,1451553494,1698132765,0
GSM,452,4,20453,44641,0,106.8488,10.7883,2945,11,1,1426661795,1698132430,0
GSM,452,4,20506,12967,0,106.7041,10.7741,1000,19,1,1458569643,1735554483,0
GSM,452,4,20507,48274,0,106.7112,10.7674,1273,20,1,1458569644,1698132396,0
GSM,452,4,20453,48663,0,106.7595,10.8223,1000,18,1,1422596613,1738381148,0
GSM,452,4,20507,46914,0,106.6973,10.755,1000,7,1,1458569644,1698132409,0
GSM,452,4,20522,6415,0,106.6843,10.7587,1000,11,1,1458569648,1698132409,0
GSM,452,4,20521,49440,0,106.6958,10.7821,1000,22,1,1458569648,1735808514,0
GSM,452,4,20616,65302,0,106.7419,10.9297,2166,50,1,1458569651,1738381204,0
GSM,452,4,20616,54013,0,106.7305,10.9541,1000,11,1,1458569651,1738381205,0
GSM,452,4,20522,6804,0,106.6835,10.7575,1000,4,1,1458569648,1698132409,0
GSM,452,4,20761,26570,0,106.9757,10.7671,2887,75,1,1458569659,1698133035,0
GSM,452,4,31150,34032,0,109.1951,12.2327,1000,20,1,1458569692,1698132126,0
GSM,452,4,31150,34918,0,109.197,12.2354,1000,24,1,1458569692,1698132210,0
GSM,452,4,31150,34917,0,109.197,12.236,1000,31,1,1458569692,1698132210,0
GSM,452,4,31150,12028,0,109.1969,12.23,1248,35,1,1458569691,1698132209,0
GSM,452,4,31150,34031,0,109.1949,12.2351,1000,7,1,1458569692,1698132126,0
GSM,452,4,31150,34467,0,109.1938,12.2408,1000,13,1,1458569692,1698132215,0
GSM,452,4,31150,34919,0,109.1973,12.2368,1000,66,1,1458569692,1698132210,0
GSM,452,4,31283,34321,0,109.1833,12.2267,1917,41,1,1458569696,1698133178,0
GSM,452,4,31283,13882,0,109.2161,12.1543,1560,157,1,1428737154,1698133262,0
GSM,452,4,31150,34033,0,109.1944,12.2359,1000,33,1,1458569692,1698132210,0
GSM,452,4,31283,12242,0,109.2135,12.1543,2707,200,1,1428737176,1698133263,0
GSM,452,4,31150,12027,0,109.1975,12.2325,1000,91,1,1458569691,1698132210,0
GSM,452,4,31283,34973,0,109.2005,12.2302,2456,8,1,1452190572,1698132208,0
GSM,452,4,31283,12059,0,109.2142,12.1741,7492,57,1,1458569696,1698133231,0
GSM,452,4,31150,12029,0,109.1965,12.2322,1000,47,1,1458569691,1698132209,0
GSM,452,4,31283,34912,0,109.199,12.2271,1507,104,1,1458569696,1698133253,0
GSM,452,4,31283,13881,0,109.2165,12.155,5144,159,1,1428737125,1698133262,0
GSM,452,4,31283,34911,0,109.1999,12.229,1331,92,1,1458569696,1698133252,0
GSM,452,4,31283,12221,0,109.197,12.2286,1038,80,1,1458569696,1698133253,0
GSM,452,4,31283,12873,0,109.2015,12.2279,2176,23,1,1458569696,1698132208,0
GSM,452,4,31280,34994,0,109.2312,12.1435,6333,3,1,1429723088,1698133230,0
GSM,452,4,31283,34972,0,109.2138,12.1565,6045,132,1,1452190572,1698133261,0
GSM,452,4,31283,14181,0,109.2073,12.2168,1000,2,1,1452338778,1698132208,0
GSM,452,4,31283,34551,0,109.2009,12.2216,2154,52,1,1458569696,1698133254,0
GSM,452,5,231,31022,0,109.0396,11.6813,2736,13,1,1430471076,1698133136,0
GSM,452,5,231,31321,0,109.0374,11.6787,1000,21,1,1430471076,1698133136,0
GSM,452,5,233,33762,0,108.4923,12.035,1515,16,1,1430282738,1698132346,0
GSM,452,5,231,31592,0,108.8808,11.3724,1000,27,1,1430471076,1698133114,0
GSM,452,5,231,31101,0,108.9821,11.5824,1000,3,1,1408433808,1698133124,0
GSM,452,5,231,31063,0,108.9149,11.5016,2117,23,1,1430471076,1698133118,0
GSM,452,5,231,31422,0,108.9846,11.5822,1946,19,1,1408433808,1698133124,0
GSM,452,5,231,31171,0,108.8818,11.3731,2420,10,1,1430471076,1698133114,0
GSM,452,5,231,31533,0,109.0908,11.7902,1927,17,1,1430470948,1698133147,0
GSM,452,5,231,31381,0,108.9863,11.5823,1000,22,1,1430471076,1698133124,0
GSM,452,5,233,33763,0,108.4922,12.0369,1689,16,1,1430282738,1698132346,0
GSM,452,5,231,31591,0,108.8832,11.3782,2862,10,1,1430471077,1698133114,0
GSM,452,5,231,31281,0,108.9854,11.5814,1850,13,1,1430471076,1698133124,0
GSM,452,5,231,31323,0,109.0364,11.677,2499,24,1,1430471077,1698133136,0
GSM,452,5,233,33761,0,108.4948,12.0422,3570,7,1,1430282738,1698132345,0
GSM,452,5,233,33843,0,108.535,12.0912,1000,23,1,1430282738,1698132337,0
GSM,452,5,231,31382,0,109.0041,11.5291,6498,50,1,1408433808,1698133124,0
GSM,452,5,231,31523,0,108.9206,11.5099,4329,8,1,1430471076,1698133118,0
GSM,452,5,231,31322,0,109.0368,11.6778,1000,24,1,1430470977,1698133136,0
GSM,452,5,231,31062,0,108.9155,11.503,1821,16,1,1408433808,1698133118,0
GSM,452,5,231,31061,0,108.9154,11.5026,1000,23,1,1430471076,1698133118,0
GSM,452,5,231,31451,0,109.0337,11.6736,7237,15,1,1430471076,1698133131,0
GSM,452,5,231,31531,0,109.0924,11.7923,2674,46,1,1430471076,1698133147,0
GSM,452,5,243,43112,0,108.4826,11.9405,1000,22,1,1451631462,1698132364,0
GSM,452,5,243,43173,0,108.4337,11.9387,1804,43,1,1458569726,1698132419,0
GSM,452,5,231,31222,0,108.9177,11.508,1753,8,1,1430471076,1698133118,0
GSM,452,5,230,30323,0,109.1315,11.8814,6638,31,1,1430470919,1698133155,0
GSM,452,5,233,33841,0,108.5933,12.1241,7488,57,1,1430282738,1698132337,0
GSM,452,5,243,43086,0,108.4199,11.9046,2858,43,1,1451529865,1698132402,0
GSM,452,5,243,43182,0,108.4764,11.9426,1363,13,1,1458569726,1698132364,0
GSM,452,5,243,43191,0,108.6052,12.1138,21046,11,1,1451631462,1698132322,0
GSM,452,5,243,43441,0,108.419,11.9427,1003,47,1,1447523104,1698132415,0
GSM,452,5,243,43712,0,108.4759,11.943,1566,23,1,1458569727,1698132364,0
GSM,452,5,243,43572,0,108.42,11.9423,1343,32,1,1447523104,1698132415,0
GSM,452,5,243,43693,0,108.4372,11.9689,1000,2,1,1451631469,1698132377,0
GSM,452,5,243,43713,0,108.4393,11.933,1571,14,1,1458569727,1698132389,0
GSM,452,5,243,43332,0,108.4682,11.9494,1000,7,1,1458569726,1698132364,0
GSM,452,5,243,43631,0,108.4127,11.893,2187,44,1,1458569727,1698132402,0
GSM,452,5,250,50742,0,109.1186,12.2476,2084,36,1,1430282871,1698132232,0
GSM,452,5,243,43134,0,108.448,11.9485,1000,5,1,1458569726,1698132419,0
GSM,452,5,243,43162,0,108.4315,11.9566,2431,3,1,1451631469,1698132386,0
GSM,452,5,243,43095,0,108.4343,11.9385,1000,25,1,1458569726,1698132386,0
GSM,452,5,243,43096,0,108.4272,11.9381,1000,19,1,1447523104,1698132415,0
GSM,452,5,243,43663,0,108.4206,11.9395,1000,6,1,1427672825,1698132415,0
GSM,452,5,243,43412,0,108.4449,11.9441,2174,4,1,1458569727,1698132369,0
GSM,452,5,243,43683,0,108.4221,11.9098,2246,33,1,1451529837,1698132402,0
GSM,452,5,250,50971,0,109.015,12.2606,1254,35,1,1430282887,1698132247,0
GSM,452,5,243,43172,0,108.435,11.9375,1088,21,1,1451529851,1698132407,0
GSM,452,5,243,43136,0,108.4345,11.9399,1251,7,1,1458569726,1698132419,0
GSM,452,5,243,43113,0,108.4745,11.9479,1000,5,1,1451631497,1698132364,0
GSM,452,5,243,43443,0,108.4205,11.9425,1168,23,1,1447523104,1698132415,0
GSM,452,5,243,43722,0,108.4565,11.9516,2406,3,1,1458569727,1698132377,0
GSM,452,5,250,50741,0,109.1423,12.2471,2731,49,1,1425972086,1698132232,0
GSM,452,5,250,50003,0,109.2155,12.1654,11898,31,1,1458569728,1698133173,0
GSM,452,5,250,50972,0,109.0098,12.2619,1778,16,1,1430282887,1698132247,0
GSM,452,5,243,43135,0,108.4415,11.9414,1000,8,1,1458569726,1698132419,0
GSM,452,5,243,43193,0,108.5041,11.9457,1491,14,1,1451631462,1698132357,0
GSM,452,5,243,43431,0,108.489,11.9867,1052,23,1,1451631462,1698132351,0
GSM,452,5,243,43632,0,108.4442,11.897,3107,9,1,1458569727,1698132402,0
GSM,452,5,243,43681,0,108.4348,11.9345,1235,38,1,1451529760,1698132419,0
GSM,452,5,243,43721,0,108.4449,11.9821,1333,2,1,1451631497,1698132377,0
GSM,452,5,243,43331,0,108.4865,11.9871,2167,6,1,1451631462,1698132351,0
GSM,452,5,243,43442,0,108.4263,11.9353,1000,6,1,1447523104,1698132415,0
GSM,452,5,243,43723,0,108.4464,11.9629,1000,2,1,1430208800,1698132377,0
GSM,452,5,243,43633,0,108.4108,11.8897,1945,60,1,1458569727,1698132402,0
GSM,452,5,250,50973,0,108.9762,12.2656,21899,96,1,1430282887,1698132288,0
GSM,452,5,243,43432,0,108.4964,11.9446,2374,14,1,1451631462,1698132358,0
GSM,452,5,243,43692,0,108.4385,11.9674,1000,2,1,1451631469,1698132377,0
GSM,452,5,243,43682,0,108.4273,11.9154,2518,20,1,1458569727,1698132393,0
GSM,452,5,243,43691,0,108.4484,11.9746,1000,2,1,1408433804,1698132377,0
GSM,452,1,20090,32621,0,106.8102,10.7844,892,25,1,1458575910,1741031041,0
GSM,452,1,20090,32181,0,106.7937,10.7928,1000,24,1,1458575910,1738697042,0
UMTS,452,4,41045,119030152,5,105.8491,21.0107,1000,6,1,1458602155,1701265519,0
UMTS,452,2,20311,2044747,357,106.7073,10.7653,1000,13,1,1458602997,1698132980,0
UMTS,452,2,20572,3738424,325,108.3996,11.2494,4561,6,1,1456082790,1698132548,0
GSM,452,4,20453,51978,0,106.8262,10.7892,2187,105,1,1459372616,1698133020,0
GSM,452,4,11113,4506,0,105.8539,21.024,1000,20,1,1459387699,1701265518,0
UMTS,452,4,62805,157874184,482,108.4312,11.9344,1000,3,1,1458609748,1698132204,0
UMTS,452,4,52022,239606008,288,106.8386,10.7877,1834,10,1,1458612433,1698132426,0
GSM,452,4,20453,14617,0,106.8146,10.7928,1133,41,1,1459372616,1698133017,0
GSM,452,4,20455,51938,0,106.8051,10.8124,3738,8,1,1459372617,1698132891,0
GSM,452,4,11207,9192,0,105.8399,20.9686,1018,2,1,1460320675,1701265513,0
GSM,452,2,241,41371,0,106.6995,10.7647,1000,85,1,1458904219,1698133008,0
GSM,452,2,241,41132,0,106.6939,10.7709,1000,29,1,1458908033,1698132990,0
GSM,452,2,241,41203,0,106.6922,10.7642,1000,17,1,1458908033,1698132968,0
GSM,452,2,241,41202,0,106.6929,10.7651,1000,19,1,1458908033,1698132968,0
GSM,452,2,241,41072,0,106.7081,10.7699,1610,49,1,1458908033,1698132987,0
GSM,452,2,241,41222,0,106.701,10.7676,1000,20,1,1458908033,1732943703,0
GSM,452,2,241,41111,0,106.6873,10.7715,1000,19,1,1458908033,1698132991,0
GSM,452,2,241,41051,0,106.6902,10.785,1040,12,1,1458908033,1698132869,0
GSM,452,2,241,41293,0,106.6911,10.7761,1000,48,1,1458908033,1698132990,0
GSM,452,2,241,41143,0,106.6976,10.7724,1000,32,1,1458908033,1698132990,0
GSM,452,2,241,41071,0,106.7063,10.7722,1000,50,1,1458908033,1698132987,0
GSM,452,2,241,41123,0,106.6903,10.7604,1000,34,1,1458908033,1698133007,0
GSM,452,2,241,41231,0,106.7052,10.7702,1000,53,1,1458908033,1698132987,0
GSM,452,2,241,41211,0,106.7029,10.7763,1000,23,1,1458908033,1698132989,0
GSM,452,2,241,41301,0,106.6936,10.7796,1000,42,1,1458908033,1698132970,0
GSM,452,2,241,41121,0,106.6913,10.7618,1000,41,1,1458908033,1698133007,0
GSM,452,2,241,41233,0,106.7049,10.7697,810,48,1,1458908033,1732943703,0
GSM,452,2,241,41292,0,106.6918,10.7756,1000,62,1,1458908033,1698132991,0
GSM,452,2,241,41142,0,106.6976,10.7726,1000,30,1,1458908033,1698132969,0
GSM,452,2,241,41023,0,106.6936,10.7665,1000,11,1,1458908033,1698132968,0
GSM,452,2,241,41013,0,106.6883,10.7552,1000,42,1,1458908033,1698132966,0
GSM,452,2,241,41291,0,106.6919,10.7773,1000,56,1,1458908033,1698132990,0
GSM,452,2,241,41141,0,106.6974,10.7738,1000,47,1,1458908033,1698132990,0
GSM,452,2,241,41042,0,106.6887,10.7606,1243,24,1,1458908033,1698133006,0
GSM,452,2,241,41343,0,106.6868,10.7728,1000,10,1,1458908033,1698132991,0
GSM,452,2,241,41073,0,106.7066,10.7698,1000,94,1,1458908033,1698132987,0
GSM,452,2,241,41763,0,106.6859,10.7705,1000,19,1,1458908034,1698132991,0
GSM,452,2,241,41781,0,106.6934,10.7658,1000,5,1,1408433849,1698132968,0
GSM,452,2,241,41873,0,106.7056,10.7682,1000,35,1,1458908034,1698132987,0
GSM,452,2,241,41195,0,106.6883,10.7715,1088,13,1,1408433844,1698132991,0
GSM,452,2,241,41133,0,106.6925,10.7722,1000,13,1,1458908033,1698132866,0
GSM,452,2,241,41012,0,106.6915,10.7581,1000,64,1,1458908033,1698133007,0
GSM,452,2,241,41342,0,106.6885,10.7732,1000,30,1,1458908033,1698132991,0
GSM,452,2,241,41213,0,106.7016,10.7746,1000,20,1,1458908033,1698132989,0
GSM,452,2,241,41221,0,106.6976,10.771,1000,13,1,1458908033,1698132968,0
GSM,452,2,241,41022,0,106.6949,10.7673,1000,22,1,1458908033,1698132968,0
GSM,452,2,241,41232,0,106.7061,10.7693,1000,88,1,1458908033,1698132987,0
GSM,452,2,241,41011,0,106.6887,10.7597,1000,27,1,1458908033,1698133007,0
GSM,452,2,241,41102,0,106.6977,10.7631,1000,69,1,1458908033,1698133008,0
GSM,452,2,241,41762,0,106.6863,10.7703,1000,31,1,1458908034,1698132991,0
GSM,452,2,241,41421,0,106.7043,10.7659,1000,29,1,1458908033,1698132977,0
GSM,452,2,241,41832,0,106.6985,10.7785,1000,56,1,1458908034,1698132990,0
GSM,452,2,241,41122,0,106.6922,10.7601,1000,45,1,1458908033,1698133007,0
GSM,452,2,241,41201,0,106.693,10.7652,1000,12,1,1458908033,1698132968,0
GSM,452,2,241,41083,0,106.6963,10.7667,1000,17,1,1458908033,1698132968,0
GSM,452,2,241,41052,0,106.6918,10.7825,1000,6,1,1458908033,1698132970,0
GSM,452,2,241,41302,0,106.6921,10.778,1000,40,1,1458908033,1698132971,0
